Customer Code,Agenda Appointments,Appointments Completed,Customer Code,Customer Type Group,Shop Code - Descr,Service Category Descr,Service Descr
06104687,02,02,06104687,CUSTOMER,061-SALAMANCA - MIRAT,1st APPS,VISITA COMPLETA /OPORTUNIDAD
06104693,01,01,06104693,CUSTOMER,061-SALAMANCA - MIRAT,1st APPS,VISITA COMPLETA /OPORTUNIDAD
06104694,01,01,06104694,CUSTOMER,061-SALAMANCA - MIRAT,1st APPS,VISITA COMPLETA /OPORTUNIDAD
06120013,01,,06120013,CUSTOMER,061-SALAMANCA - MIRAT,1st APPS,VISITA COMPLETA /OPORTUNIDAD
06120338,01,01,06120338,CUSTOMER,061-SALAMANCA - MIRAT,1st APPS,VISITA COMPLETA /OPORTUNIDAD
06120548,01,,06120548,LEAD,061-SALAMANCA - MIRAT,1st APPS,VISITA COMPLETA /OPORTUNIDAD
06120822,01,01,06120822,CUSTOMER,061-SALAMANCA - MIRAT,1st APPS,VISITA COMPLETA /OPORTUNIDAD
0612105G,01,,0612105G,CUSTOMER,061-SALAMANCA - MIRAT,1st APPS,VISITA COMPLETA /OPORTUNIDAD
0612105M,01,,0612105M,CUSTOMER,061-SALAMANCA - MIRAT,Pre-Sales,CIERRE DE LA PRUEBA
0612107E,01,,0612107E,CUSTOMER,061-SALAMANCA - MIRAT,1st APPS,VISITA COMPLETA /OPORTUNIDAD
0612108S,01,,0612108S,CUSTOMER,061-SALAMANCA - MIRAT,Pre-Sales,CIERRE DE LA PRUEBA
061210E3,01,,061210E3,CUSTOMER,061-SALAMANCA - MIRAT,1st APPS,VISITA COMPLETA /OPORTUNIDAD
061210GV,01,01,061210GV,CUSTOMER,061-SALAMANCA - MIRAT,1st APPS,VISITA COMPLETA /OPORTUNIDAD
061210HN,01,01,061210HN,CUSTOMER,061-SALAMANCA - MIRAT,1st APPS,VISITA COMPLETA /OPORTUNIDAD
061210IB,01,01,061210IB,PROSPECT,061-SALAMANCA - MIRAT,Pre-Sales,CIERRE DE LA PRUEBA
061210IH,01,01,061210IH,CUSTOMER,061-SALAMANCA - MIRAT,1st APPS,VISITA COMPLETA /OPORTUNIDAD
061210JC,01,,061210JC,CUSTOMER,061-SALAMANCA - MIRAT,1st APPS,VISITA COMPLETA /OPORTUNIDAD
061210JH,01,01,061210JH,CUSTOMER,061-SALAMANCA - MIRAT,1st APPS,VISITA COMPLETA /OPORTUNIDAD
061210JW,01,,061210JW,CUSTOMER,061-SALAMANCA - MIRAT,1st APPS,VISITA COMPLETA /OPORTUNIDAD
061210K3,01,01,061210K3,CUSTOMER,061-SALAMANCA - MIRAT,1st APPS,VISITA COMPLETA /OPORTUNIDAD
061210K6,01,,061210K6,CUSTOMER,061-SALAMANCA - MIRAT,1st APPS,VISITA COMPLETA /OPORTUNIDAD
061210NM,01,01,061210NM,CUSTOMER,061-SALAMANCA - MIRAT,Pre-Sales,1° CONTROL PRUEBA
061210PU,01,01,061210PU,CUSTOMER,061-SALAMANCA - MIRAT,Pre-Sales,2° CONTROL PRUEBA
061210QL,01,01,061210QL,CUSTOMER,061-SALAMANCA - MIRAT,1st APPS,VISITA COMPLETA /OPORTUNIDAD
061210X2,01,,061210X2,CUSTOMER,061-SALAMANCA - MIRAT,1st APPS,VISITA COMPLETA /OPORTUNIDAD
061210YS,01,01,061210YS,CUSTOMER,061-SALAMANCA - MIRAT,Pre-Sales,2° CONTROL PRUEBA
061210YS,01,01,061210YS,CUSTOMER,061-SALAMANCA - MIRAT,Pre-Sales,3° CONTROL PRUEBA
061210YW,01,01,061210YW,CUSTOMER,061-SALAMANCA - MIRAT,1st APPS,VISITA COMPLETA /OPORTUNIDAD
0612111Y,01,01,0612111Y,CUSTOMER,061-SALAMANCA - MIRAT,1st APPS,VISITA COMPLETA /OPORTUNIDAD
0612113J,01,01,0612113J,CUSTOMER,061-SALAMANCA - MIRAT,1st APPS,VISITA COMPLETA /OPORTUNIDAD
0612115P,01,01,0612115P,CUSTOMER,061-SALAMANCA - MIRAT,1st APPS,VISITA COMPLETA /OPORTUNIDAD
0612116E,01,01,0612116E,CUSTOMER,061-SALAMANCA - MIRAT,1st APPS,VISITA COMPLETA /OPORTUNIDAD
0612116S,01,01,0612116S,CUSTOMER,061-SALAMANCA - MIRAT,1st APPS,VISITA COMPLETA /OPORTUNIDAD
0612119B,01,,0612119B,PROSPECT,061-SALAMANCA - MIRAT,1st APPS,VISITA COMPLETA /OPORTUNIDAD
061211AT,01,01,061211AT,CUSTOMER,061-SALAMANCA - MIRAT,1st APPS,VISITA COMPLETA /OPORTUNIDAD
061211D8,01,01,061211D8,CUSTOMER,061-SALAMANCA - MIRAT,1st APPS,VISITA COMPLETA /OPORTUNIDAD
061211DJ,01,,061211DJ,CUSTOMER,061-SALAMANCA - MIRAT,1st APPS,VISITA COMPLETA /OPORTUNIDAD
061211DS,01,01,061211DS,CUSTOMER,061-SALAMANCA - MIRAT,1st APPS,VISITA COMPLETA /OPORTUNIDAD
061211E5,01,01,061211E5,CUSTOMER,061-SALAMANCA - MIRAT,1st APPS,VISITA COMPLETA /OPORTUNIDAD
061211EM,01,,061211EM,PROSPECT,061-SALAMANCA - MIRAT,1st APPS,OPORTUNIDAD POTENCIAL
061211EP,01,01,061211EP,CUSTOMER,061-SALAMANCA - MIRAT,1st APPS,VISITA COMPLETA /OPORTUNIDAD
061211FX,01,01,061211FX,CUSTOMER,061-SALAMANCA - MIRAT,1st APPS,VISITA COMPLETA /OPORTUNIDAD
061211H3,01,01,061211H3,CUSTOMER,061-SALAMANCA - MIRAT,1st APPS,VISITA COMPLETA /OPORTUNIDAD
061211HG,01,01,061211HG,CUSTOMER,061-SALAMANCA - MIRAT,1st APPS,VISITA COMPLETA /OPORTUNIDAD
061211IH,01,01,061211IH,CUSTOMER,061-SALAMANCA - MIRAT,1st APPS,VISITA COMPLETA /OPORTUNIDAD
061211IO,01,01,061211IO,CUSTOMER,061-SALAMANCA - MIRAT,1st APPS,VISITA COMPLETA /OPORTUNIDAD
061211JJ,01,01,061211JJ,CUSTOMER,061-SALAMANCA - MIRAT,1st APPS,VISITA COMPLETA /OPORTUNIDAD
061211M5,01,01,061211M5,CUSTOMER,061-SALAMANCA - MIRAT,1st APPS,VISITA COMPLETA /OPORTUNIDAD
061211O8,01,01,061211O8,CUSTOMER,061-SALAMANCA - MIRAT,1st APPS,VISITA COMPLETA /OPORTUNIDAD
061211P0,01,01,061211P0,PROSPECT,061-SALAMANCA - MIRAT,1st APPS,OPORTUNIDAD POTENCIAL
061211QN,01,,061211QN,PROSPECT,061-SALAMANCA - MIRAT,1st APPS,OPORTUNIDAD POTENCIAL
061211S2,01,01,061211S2,CUSTOMER,061-SALAMANCA - MIRAT,1st APPS,VISITA COMPLETA /OPORTUNIDAD
061211S9,01,01,061211S9,PROSPECT,061-SALAMANCA - MIRAT,1st APPS,VISITA COMPLETA /OPORTUNIDAD
061211VS,01,01,061211VS,CUSTOMER,061-SALAMANCA - MIRAT,1st APPS,VISITA COMPLETA /OPORTUNIDAD
061211XS,02,01,061211XS,CUSTOMER,061-SALAMANCA - MIRAT,1st APPS,VISITA COMPLETA /OPORTUNIDAD
061211ZG,01,,061211ZG,CUSTOMER,061-SALAMANCA - MIRAT,1st APPS,VISITA COMPLETA /OPORTUNIDAD
0612120H,01,01,0612120H,CUSTOMER,061-SALAMANCA - MIRAT,1st APPS,VISITA COMPLETA /OPORTUNIDAD
06121228,01,01,06121228,CUSTOMER,061-SALAMANCA - MIRAT,1st APPS,VISITA COMPLETA /OPORTUNIDAD
06121253,01,01,06121253,PROSPECT,061-SALAMANCA - MIRAT,1st APPS,OPORTUNIDAD POTENCIAL
06121286,01,01,06121286,PROSPECT,061-SALAMANCA - MIRAT,1st APPS,VISITA COMPLETA /OPORTUNIDAD
061212AK,02,01,061212AK,CUSTOMER,061-SALAMANCA - MIRAT,Pre-Sales,ENTREGA DE LA PRUEBA
061212ES,01,,061212ES,PROSPECT,061-SALAMANCA - MIRAT,1st APPS,OPORTUNIDAD POTENCIAL
061212LR,01,01,061212LR,CUSTOMER,061-SALAMANCA - MIRAT,1st APPS,VISITA COMPLETA /OPORTUNIDAD
061212MI,01,,061212MI,CUSTOMER,061-SALAMANCA - MIRAT,1st APPS,OPORTUNIDAD POTENCIAL
061212N6,01,01,061212N6,CUSTOMER,061-SALAMANCA - MIRAT,1st APPS,VISITA COMPLETA /OPORTUNIDAD
061212OI,01,01,061212OI,CUSTOMER,061-SALAMANCA - MIRAT,1st APPS,VISITA COMPLETA /OPORTUNIDAD
061212OU,01,,061212OU,PROSPECT,061-SALAMANCA - MIRAT,1st APPS,OPORTUNIDAD POTENCIAL
061212Q2,01,,061212Q2,CUSTOMER,061-SALAMANCA - MIRAT,1st APPS,VISITA COMPLETA /OPORTUNIDAD
061212R5,01,01,061212R5,CUSTOMER,061-SALAMANCA - MIRAT,Pre-Sales,ENTREGA DE LA VENTA
061212TE,01,01,061212TE,CUSTOMER,061-SALAMANCA - MIRAT,1st APPS,VISITA COMPLETA /OPORTUNIDAD
061212UT,01,01,061212UT,CUSTOMER,061-SALAMANCA - MIRAT,1st APPS,VISITA COMPLETA /OPORTUNIDAD
061212XI,01,01,061212XI,CUSTOMER,061-SALAMANCA - MIRAT,1st APPS,VISITA COMPLETA /OPORTUNIDAD
061212ZH,01,01,061212ZH,LEAD,061-SALAMANCA - MIRAT,Pre-Sales,CIERRE DE LA PRUEBA
061212ZL,01,,061212ZL,CUSTOMER,061-SALAMANCA - MIRAT,1st APPS,VISITA COMPLETA /OPORTUNIDAD
061212ZS,01,01,061212ZS,LEAD,061-SALAMANCA - MIRAT,Pre-Sales,3° CONTROL PRUEBA
061212ZS,01,01,061212ZS,LEAD,061-SALAMANCA - MIRAT,Pre-Sales,CIERRE DE LA PRUEBA
061212ZW,01,,061212ZW,PROSPECT,061-SALAMANCA - MIRAT,Pre-Sales,3° CONTROL PRUEBA
061212ZW,01,01,061212ZW,PROSPECT,061-SALAMANCA - MIRAT,Pre-Sales,CIERRE DE LA PRUEBA
06121307,01,01,06121307,LEAD,061-SALAMANCA - MIRAT,Pre-Sales,CIERRE DE LA PRUEBA
0612130H,01,01,0612130H,LEAD,061-SALAMANCA - MIRAT,Pre-Sales,CIERRE DE LA PRUEBA
0612130P,01,01,0612130P,PROSPECT,061-SALAMANCA - MIRAT,Pre-Sales,2° CONTROL PRUEBA
0612130P,01,01,0612130P,PROSPECT,061-SALAMANCA - MIRAT,Pre-Sales,3° CONTROL PRUEBA
0612130R,01,01,0612130R,LEAD,061-SALAMANCA - MIRAT,Pre-Sales,1° CONTROL PRUEBA
0612130U,01,01,0612130U,LEAD,061-SALAMANCA - MIRAT,Pre-Sales,3° CONTROL PRUEBA
0612130V,01,01,0612130V,LEAD,061-SALAMANCA - MIRAT,Pre-Sales,CIERRE DE LA PRUEBA
06121310,01,01,06121310,LEAD,061-SALAMANCA - MIRAT,Pre-Sales,2° CONTROL PRUEBA
06121313,01,01,06121313,LEAD,061-SALAMANCA - MIRAT,Pre-Sales,3° CONTROL PRUEBA
06121313,01,01,06121313,LEAD,061-SALAMANCA - MIRAT,Pre-Sales,CIERRE DE LA PRUEBA
0612131G,01,01,0612131G,LEAD,061-SALAMANCA - MIRAT,Pre-Sales,ENTREGA DE LA PRUEBA
0612131I,01,01,0612131I,LEAD,061-SALAMANCA - MIRAT,Pre-Sales,1° CONTROL PRUEBA
0612131J,01,01,0612131J,LEAD,061-SALAMANCA - MIRAT,1st APPS,VISITA COMPLETA /OPORTUNIDAD
0612131L,01,01,0612131L,LEAD,061-SALAMANCA - MIRAT,Pre-Sales,1° CONTROL PRUEBA
0612131L,01,01,0612131L,PROSPECT,061-SALAMANCA - MIRAT,1st APPS,VISITA COMPLETA /OPORTUNIDAD
0612131N,01,01,0612131N,LEAD,061-SALAMANCA - MIRAT,1st APPS,VISITA COMPLETA /OPORTUNIDAD
0612131N,01,01,0612131N,LEAD,061-SALAMANCA - MIRAT,Pre-Sales,ENTREGA DE LA PRUEBA
0612131W,01,01,0612131W,LEAD,061-SALAMANCA - MIRAT,1st APPS,VISITA COMPLETA /OPORTUNIDAD
06121NQB,01,,06121NQB,CUSTOMER,061-SALAMANCA - MIRAT,1st APPS,VISITA COMPLETA /OPORTUNIDAD
06121NUF,01,01,06121NUF,CUSTOMER,061-SALAMANCA - MIRAT,1st APPS,VISITA COMPLETA /OPORTUNIDAD
06121NUS,01,,06121NUS,CUSTOMER,061-SALAMANCA - MIRAT,1st APPS,VISITA COMPLETA /OPORTUNIDAD
06121O5Z,01,01,06121O5Z,CUSTOMER,061-SALAMANCA - MIRAT,1st APPS,VISITA COMPLETA /OPORTUNIDAD
06121OAZ,01,01,06121OAZ,CUSTOMER,061-SALAMANCA - MIRAT,Pre-Sales,3° CONTROL PRUEBA
06121OCL,01,01,06121OCL,CUSTOMER,061-SALAMANCA - MIRAT,1st APPS,VISITA COMPLETA /OPORTUNIDAD
06121OSX,01,01,06121OSX,CUSTOMER,170-VALLADOLID - MANTERIA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
06121OTE,01,01,06121OTE,CUSTOMER,061-SALAMANCA - MIRAT,1st APPS,VISITA COMPLETA /OPORTUNIDAD
06121P36,01,,06121P36,CUSTOMER,061-SALAMANCA - MIRAT,1st APPS,VISITA COMPLETA /OPORTUNIDAD
06121P83,01,01,06121P83,CUSTOMER,061-SALAMANCA - MIRAT,Pre-Sales,2° CONTROL PRUEBA
06121UWD,01,01,06121UWD,CUSTOMER,061-SALAMANCA - MIRAT,1st APPS,VISITA COMPLETA /OPORTUNIDAD
06121UZO,01,01,06121UZO,LEAD,84D-SALAMANCA - VAZQUEZ CORONADO,Pre-Sales,3° CONTROL PRUEBA
06121VJD,01,01,06121VJD,LEAD,87E-AVILA - STA TERESA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
06200260,01,,06200260,CUSTOMER,062-BURGOS - MAYOR,1st APPS,OPORTUNIDAD POTENCIAL
06200866,01,,06200866,CUSTOMER,062-BURGOS - MAYOR,Pre-Sales,ENTREGA DE LA VENTA
06201428,01,01,06201428,CUSTOMER,062-BURGOS - MAYOR,Pre-Sales,2° CONTROL PRUEBA
06201428,01,01,06201428,CUSTOMER,062-BURGOS - MAYOR,Pre-Sales,3° CONTROL PRUEBA
06202042,01,01,06202042,CUSTOMER,062-BURGOS - MAYOR,1st APPS,VISITA COMPLETA /OPORTUNIDAD
06202213,01,01,06202213,CUSTOMER,062-BURGOS - MAYOR,Pre-Sales,1° CONTROL PRUEBA
06202213,01,01,06202213,CUSTOMER,062-BURGOS - MAYOR,Pre-Sales,2° CONTROL PRUEBA
06202325,01,01,06202325,CUSTOMER,062-BURGOS - MAYOR,Pre-Sales,2° CONTROL PRUEBA
06202325,01,01,06202325,CUSTOMER,062-BURGOS - MAYOR,Pre-Sales,CIERRE DE LA PRUEBA
06202364,01,01,06202364,CUSTOMER,041-LOGROÑO - DE LA RIOJA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
06202489,01,01,06202489,CUSTOMER,062-BURGOS - MAYOR,1st APPS,VISITA COMPLETA /OPORTUNIDAD
06202489,01,01,06202489,CUSTOMER,062-BURGOS - MAYOR,Pre-Sales,1° CONTROL PRUEBA
06202985,01,,06202985,CUSTOMER,062-BURGOS - MAYOR,Pre-Sales,1° CONTROL PRUEBA
06203398,01,01,06203398,CUSTOMER,062-BURGOS - MAYOR,Pre-Sales,3° CONTROL PRUEBA
062206BK,01,,062206BK,CUSTOMER,062-BURGOS - MAYOR,1st APPS,VISITA COMPLETA /OPORTUNIDAD
062206D9,01,01,062206D9,CUSTOMER,062-BURGOS - MAYOR,1st APPS,VISITA COMPLETA /OPORTUNIDAD
062206KQ,01,01,062206KQ,CUSTOMER,062-BURGOS - MAYOR,Pre-Sales,ENTREGA DE LA PRUEBA
062206N5,01,01,062206N5,CUSTOMER,062-BURGOS - MAYOR,1st APPS,VISITA COMPLETA /OPORTUNIDAD
062206OK,01,01,062206OK,CUSTOMER,062-BURGOS - MAYOR,1st APPS,VISITA COMPLETA /OPORTUNIDAD
062206P4,01,01,062206P4,CUSTOMER,062-BURGOS - MAYOR,1st APPS,VISITA COMPLETA /OPORTUNIDAD
062206P4,01,01,062206P4,CUSTOMER,062-BURGOS - MAYOR,Pre-Sales,1° CONTROL PRUEBA
062206QK,01,,062206QK,CUSTOMER,062-BURGOS - MAYOR,1st APPS,VISITA COMPLETA /OPORTUNIDAD
062206RI,01,,062206RI,CUSTOMER,062-BURGOS - MAYOR,1st APPS,VISITA COMPLETA /OPORTUNIDAD
062206RZ,01,01,062206RZ,CUSTOMER,062-BURGOS - MAYOR,Pre-Sales,ENTREGA DE LA VENTA
06220764,01,,06220764,CUSTOMER,062-BURGOS - MAYOR,1st APPS,VISITA COMPLETA /OPORTUNIDAD
06220797,01,,06220797,CUSTOMER,062-BURGOS - MAYOR,1st APPS,VISITA COMPLETA /OPORTUNIDAD
062207PU,01,01,062207PU,PROSPECT,062-BURGOS - MAYOR,1st APPS,VISITA COMPLETA /OPORTUNIDAD
062207PU,01,01,062207PU,PROSPECT,062-BURGOS - MAYOR,Pre-Sales,1° CONTROL PRUEBA
062207PU,01,01,062207PU,PROSPECT,062-BURGOS - MAYOR,Pre-Sales,2° CONTROL PRUEBA
062207V5,01,01,062207V5,LEAD,062-BURGOS - MAYOR,1st APPS,VISITA COMPLETA /OPORTUNIDAD
062207WI,01,01,062207WI,LEAD,062-BURGOS - MAYOR,Pre-Sales,1° CONTROL PRUEBA
062207WN,01,01,062207WN,LEAD,062-BURGOS - MAYOR,Pre-Sales,2° CONTROL PRUEBA
062207WN,01,01,062207WN,LEAD,062-BURGOS - MAYOR,Pre-Sales,CIERRE DE LA PRUEBA
062207WY,02,02,062207WY,CUSTOMER,062-BURGOS - MAYOR,Pre-Sales,2° CONTROL PRUEBA
062207WZ,01,01,062207WZ,LEAD,062-BURGOS - MAYOR,1st APPS,VISITA COMPLETA /OPORTUNIDAD
062207X2,01,01,062207X2,LEAD,062-BURGOS - MAYOR,Pre-Sales,1° CONTROL PRUEBA
062207X4,01,01,062207X4,LEAD,062-BURGOS - MAYOR,1st APPS,VISITA COMPLETA /OPORTUNIDAD
062207X5,01,01,062207X5,LEAD,062-BURGOS - MAYOR,1st APPS,VISITA COMPLETA /OPORTUNIDAD
062207X6,01,01,062207X6,LEAD,062-BURGOS - MAYOR,1st APPS,VISITA COMPLETA /OPORTUNIDAD
062207Y5,01,01,062207Y5,LEAD,950-BURGOS - VITORIA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
06300301,01,01,06300301,LEAD,063-LEON - ORDOÑO II,1st APPS,EXAMEN TELEMARKETING LE
06301191,01,,06301191,CUSTOMER,063-LEON - ORDOÑO II,1st APPS,VISITA COMPLETA /OPORTUNIDAD
06302176,02,02,06302176,CUSTOMER,050-OVIEDO - URÍA 1,Pre-Sales,CIERRE DE LA PRUEBA
06302567,01,01,06302567,CUSTOMER,063-LEON - ORDOÑO II,1st APPS,VISITA COMPLETA /OPORTUNIDAD
06302567,01,01,06302567,CUSTOMER,063-LEON - ORDOÑO II,Pre-Sales,CIERRE DE LA PRUEBA
06303325,01,01,06303325,CUSTOMER,144-LUGO - SANTO DOMINGO,Pre-Sales,2° CONTROL PRUEBA
06303791,01,,06303791,CUSTOMER,063-LEON - ORDOÑO II,1st APPS,VISITA COMPLETA /OPORTUNIDAD
06304035,01,,06304035,PROSPECT,063-LEON - ORDOÑO II,1st APPS,VISITA COMPLETA /OPORTUNIDAD
06304182,01,,06304182,LEAD,063-LEON - ORDOÑO II,Pre-Sales,CIERRE DE LA PRUEBA
06304182,01,01,06304182,CUSTOMER,063-LEON - ORDOÑO II,Pre-Sales,CIERRE DE LA PRUEBA
06320175,01,01,06320175,CUSTOMER,161-ZAMORA - TRES CRUCES,1st APPS,VISITA COMPLETA /OPORTUNIDAD
063208EP,01,,063208EP,CUSTOMER,063-LEON - ORDOÑO II,1st APPS,VISITA COMPLETA /OPORTUNIDAD
063208TQ,01,01,063208TQ,PROSPECT,063-LEON - ORDOÑO II,1st APPS,OPORTUNIDAD 15 MINUTOS
063208U9,01,,063208U9,LEAD,063-LEON - ORDOÑO II,Pre-Sales,ENTREGA DE LA VENTA
06320AFK,01,01,06320AFK,LEAD,063-LEON - ORDOÑO II,1st APPS,VISITA COMPLETA /OPORTUNIDAD
06320AFU,01,01,06320AFU,PROSPECT,063-LEON - ORDOÑO II,Pre-Sales,ENTREGA DE LA VENTA
06320AG3,01,01,06320AG3,LEAD,063-LEON - ORDOÑO II,1st APPS,VISITA COMPLETA /OPORTUNIDAD
06320AG3,01,01,06320AG3,LEAD,063-LEON - ORDOÑO II,Pre-Sales,1° CONTROL PRUEBA
06320AG4,01,01,06320AG4,LEAD,063-LEON - ORDOÑO II,1st APPS,VISITA COMPLETA /OPORTUNIDAD
06320AG4,01,01,06320AG4,PROSPECT,063-LEON - ORDOÑO II,Pre-Sales,CIERRE DE LA PRUEBA
06320AG7,01,01,06320AG7,CUSTOMER,063-LEON - ORDOÑO II,Pre-Sales,1° CONTROL PRUEBA
06320AG7,01,,06320AG7,CUSTOMER,063-LEON - ORDOÑO II,Pre-Sales,ENTREGA DE LA VENTA
06320AGA,01,,06320AGA,LEAD,063-LEON - ORDOÑO II,1st APPS,OPORTUNIDAD 15 MINUTOS
06320AGC,01,01,06320AGC,LEAD,063-LEON - ORDOÑO II,1st APPS,VISITA COMPLETA /OPORTUNIDAD
06320AGC,01,01,06320AGC,LEAD,063-LEON - ORDOÑO II,Pre-Sales,ENTREGA DE LA VENTA
06320AGD,01,01,06320AGD,LEAD,063-LEON - ORDOÑO II,1st APPS,VISITA COMPLETA /OPORTUNIDAD
06320AGE,01,,06320AGE,LEAD,063-LEON - ORDOÑO II,1st APPS,VISITA COMPLETA /OPORTUNIDAD
06320NGG,01,,06320NGG,CUSTOMER,063-LEON - ORDOÑO II,1st APPS,VISITA COMPLETA /OPORTUNIDAD
06320T8Y,01,01,06320T8Y,LEAD,841-LEON - INDEPENDENCIA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
06320YXG,01,01,06320YXG,PROSPECT,063-LEON - ORDOÑO II,1st APPS,OPORTUNIDAD 15 MINUTOS
06320YZN,01,,06320YZN,PROSPECT,063-LEON - ORDOÑO II,1st APPS,OPORTUNIDAD POTENCIAL
06320ZCO,01,,06320ZCO,PROSPECT,063-LEON - ORDOÑO II,1st APPS,OPORTUNIDAD POTENCIAL
06400511,01,01,06400511,CUSTOMER,064-TOLEDO - BARBER,1st APPS,VISITA COMPLETA /OPORTUNIDAD
06402342,01,,06402342,CUSTOMER,064-TOLEDO - BARBER,1st APPS,OPORTUNIDAD POTENCIAL
06402385,01,01,06402385,CUSTOMER,064-TOLEDO - BARBER,1st APPS,VISITA COMPLETA /OPORTUNIDAD
06402588,01,01,06402588,CUSTOMER,064-TOLEDO - BARBER,1st APPS,VISITA COMPLETA /OPORTUNIDAD
06402794,01,01,06402794,CUSTOMER,064-TOLEDO - BARBER,1st APPS,OPORTUNIDAD POTENCIAL
06403280,01,,06403280,CUSTOMER,144-LUGO - SANTO DOMINGO,1st APPS,OPORTUNIDAD POTENCIAL
06403341,01,01,06403341,CUSTOMER,064-TOLEDO - BARBER,1st APPS,OPORTUNIDAD 15 MINUTOS
06403421,01,01,06403421,CUSTOMER,064-TOLEDO - BARBER,1st APPS,VISITA COMPLETA /OPORTUNIDAD
06403461,01,01,06403461,CUSTOMER,064-TOLEDO - BARBER,Pre-Sales,2° CONTROL PRUEBA
06403461,01,01,06403461,CUSTOMER,064-TOLEDO - BARBER,Pre-Sales,ENTREGA DE LA VENTA
06403488,01,,06403488,CUSTOMER,064-TOLEDO - BARBER,1st APPS,VISITA COMPLETA /OPORTUNIDAD
06403512,01,01,06403512,CUSTOMER,104-ELDA - PADRE MANJON,Pre-Sales,ENTREGA DE LA VENTA
06403726,01,01,06403726,LEAD,87D-TOLEDO - BRIVE,1st APPS,VISITA COMPLETA /OPORTUNIDAD
06404073,01,01,06404073,CUSTOMER,064-TOLEDO - BARBER,Pre-Sales,2° CONTROL PRUEBA
06404084,01,01,06404084,CUSTOMER,064-TOLEDO - BARBER,1st APPS,OPORTUNIDAD 15 MINUTOS
06404198,01,01,06404198,CUSTOMER,064-TOLEDO - BARBER,1st APPS,VISITA COMPLETA /OPORTUNIDAD
06404199,01,01,06404199,CUSTOMER,064-TOLEDO - BARBER,1st APPS,OPORTUNIDAD 45 MINUTOS
06404251,01,01,06404251,CUSTOMER,064-TOLEDO - BARBER,Pre-Sales,1° CONTROL PRUEBA
06404295,01,01,06404295,CUSTOMER,064-TOLEDO - BARBER,1st APPS,OPORTUNIDAD POTENCIAL
06404346,01,01,06404346,CUSTOMER,064-TOLEDO - BARBER,1st APPS,VISITA COMPLETA /OPORTUNIDAD
06404401,01,,06404401,PROSPECT,086-SEGOVIA,1st APPS,OPORTUNIDAD POTENCIAL
06420729,01,01,06420729,CUSTOMER,155-TALAVERA DE LA REINA - SAN FRANCISCO,1st APPS,VISITA COMPLETA /OPORTUNIDAD
064212E6,01,01,064212E6,CUSTOMER,064-TOLEDO - BARBER,1st APPS,VISITA COMPLETA /OPORTUNIDAD
064212F9,01,01,064212F9,CUSTOMER,086-SEGOVIA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
064212J9,01,,064212J9,CUSTOMER,086-SEGOVIA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
064212S5,01,01,064212S5,CUSTOMER,064-TOLEDO - BARBER,1st APPS,VISITA COMPLETA /OPORTUNIDAD
064212UW,01,01,064212UW,PROSPECT,064-TOLEDO - BARBER,1st APPS,VISITA COMPLETA /OPORTUNIDAD
064212YZ,01,,064212YZ,CUSTOMER,064-TOLEDO - BARBER,1st APPS,OPORTUNIDAD POTENCIAL
064212Z3,01,,064212Z3,PROSPECT,064-TOLEDO - BARBER,1st APPS,VISITA COMPLETA /OPORTUNIDAD
064212ZM,01,01,064212ZM,CUSTOMER,064-TOLEDO - BARBER,1st APPS,VISITA COMPLETA /OPORTUNIDAD
06421306,01,01,06421306,CUSTOMER,064-TOLEDO - BARBER,1st APPS,VISITA COMPLETA /OPORTUNIDAD
0642131L,01,01,0642131L,CUSTOMER,064-TOLEDO - BARBER,1st APPS,VISITA COMPLETA /OPORTUNIDAD
06421331,01,01,06421331,LEAD,064-TOLEDO - BARBER,1st APPS,VISITA COMPLETA /OPORTUNIDAD
0642137S,01,,0642137S,CUSTOMER,064-TOLEDO - BARBER,1st APPS,OPORTUNIDAD POTENCIAL
064213CO,01,01,064213CO,CUSTOMER,064-TOLEDO - BARBER,1st APPS,VISITA COMPLETA /OPORTUNIDAD
064213ED,01,01,064213ED,CUSTOMER,064-TOLEDO - BARBER,1st APPS,VISITA COMPLETA /OPORTUNIDAD
064213G6,01,01,064213G6,CUSTOMER,064-TOLEDO - BARBER,1st APPS,VISITA COMPLETA /OPORTUNIDAD
064213K5,01,01,064213K5,CUSTOMER,064-TOLEDO - BARBER,1st APPS,VISITA COMPLETA /OPORTUNIDAD
064213KL,01,01,064213KL,CUSTOMER,091-AVILA - PORTUGAL,1st APPS,VISITA COMPLETA /OPORTUNIDAD
064213L4,01,01,064213L4,CUSTOMER,064-TOLEDO - BARBER,Pre-Sales,2° CONTROL PRUEBA
064213NY,01,01,064213NY,CUSTOMER,064-TOLEDO - BARBER,Pre-Sales,2° CONTROL PRUEBA
064213QN,01,01,064213QN,CUSTOMER,064-TOLEDO - BARBER,1st APPS,OPORTUNIDAD 15 MINUTOS
064213QY,01,01,064213QY,CUSTOMER,064-TOLEDO - BARBER,1st APPS,OPORTUNIDAD POTENCIAL
