Customer Code,Agenda Appointments,Appointments Completed,Customer Code,Customer Type Group,Shop Code - Descr,Service Category Descr,Service Descr
139007Z2,01,01,139007Z2,PROSPECT,139-BARCELONA - DE FABRA I PUIG,Pre-Sales,2° CONTROL PRUEBA
1390082W,01,,1390082W,PROSPECT,139-BARCELONA - DE FABRA I PUIG,1st APPS,OPORTUNIDAD POTENCIAL
139008FN,01,01,139008FN,CUSTOMER,139-BARCELONA - DE FABRA I PUIG,Pre-Sales,ENTREGA DE LA PRUEBA
139008GW,01,01,139008GW,PROSPECT,139-BARCELONA - DE FABRA I PUIG,Pre-Sales,2° CONTROL PRUEBA
139008ID,01,01,139008ID,LEAD,8D1-BARCELONA - CORSEGA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
139008IN,01,,139008IN,PROSPECT,139-BARCELONA - DE FABRA I PUIG,1st APPS,OPORTUNIDAD POTENCIAL
139008Y6,01,,139008Y6,PROSPECT,151-CERDANYOLA DEL VALLES,1st APPS,OPORTUNIDAD POTENCIAL
13900A18,01,01,13900A18,LEAD,955-MANLLEU,Pre-Sales,ENTREGA DE LA VENTA
13900AO0,01,01,13900AO0,CUSTOMER,139-BARCELONA - DE FABRA I PUIG,Pre-Sales,2° CONTROL PRUEBA
13900AT4,01,01,13900AT4,CUSTOMER,139-BARCELONA - DE FABRA I PUIG,1st APPS,OPORTUNIDAD POTENCIAL
13900BPZ,01,01,13900BPZ,CUSTOMER,139-BARCELONA - DE FABRA I PUIG,Pre-Sales,1° CONTROL PRUEBA
13900CC2,01,01,13900CC2,PROSPECT,139-BARCELONA - DE FABRA I PUIG,1st APPS,VISITA COMPLETA /OPORTUNIDAD
13900CGU,01,01,13900CGU,CUSTOMER,024-BARCELONA - DE GUIPÚSCOA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
13900CJ7,01,01,13900CJ7,CUSTOMER,139-BARCELONA - DE FABRA I PUIG,Pre-Sales,1° CONTROL PRUEBA
13900CK9,01,01,13900CK9,CUSTOMER,139-BARCELONA - DE FABRA I PUIG,1st APPS,VISITA COMPLETA /OPORTUNIDAD
13900CN9,01,01,13900CN9,CUSTOMER,125-BARCELONA - VIA JULIA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
13900DEZ,01,01,13900DEZ,PROSPECT,139-BARCELONA - DE FABRA I PUIG,1st APPS,OPORTUNIDAD 15 MINUTOS
13900DKH,01,01,13900DKH,CUSTOMER,139-BARCELONA - DE FABRA I PUIG,1st APPS,OPORTUNIDAD POTENCIAL
13900E7M,01,01,13900E7M,CUSTOMER,052-SANTA CRUZ TENERIFE - SABINO BERTHELOT,Pre-Sales,ENTREGA DE LA PRUEBA
13900EPK,01,01,13900EPK,PROSPECT,139-BARCELONA - DE FABRA I PUIG,1st APPS,OPORTUNIDAD POTENCIAL
13900EQM,01,01,13900EQM,CUSTOMER,139-BARCELONA - DE FABRA I PUIG,1st APPS,OPORTUNIDAD POTENCIAL
1390564,01,,1390564,PROSPECT,879-EL PUERTO DE SANTA MARIA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
1390795,01,01,1390795,CUSTOMER,8CB-MADRID - BRAVO MURILLO 2,1st APPS,VISITA COMPLETA /OPORTUNIDAD
1390800,01,01,1390800,CUSTOMER,9B8-SANT CELONI,1st APPS,VISITA COMPLETA /OPORTUNIDAD
1390840,01,01,1390840,PROSPECT,906-MANISES - RIBARROJA,Pre-Sales,2° CONTROL PRUEBA
1390840,01,,1390840,PROSPECT,906-MANISES - RIBARROJA,Pre-Sales,CIERRE DE LA PRUEBA
1391369,01,01,1391369,PROSPECT,845-MADRID - DELICIAS,1st APPS,VISITA COMPLETA /OPORTUNIDAD
1392922,01,,1392922,CUSTOMER,99E-INCA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
139326,01,01,139326,CUSTOMER,8D1-BARCELONA - CORSEGA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
1394102,01,01,1394102,CUSTOMER,841-LEON - INDEPENDENCIA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
1396667,01,01,1396667,CUSTOMER,8C3-BLANES,1st APPS,VISITA COMPLETA /OPORTUNIDAD
1397049,01,01,1397049,CUSTOMER,811-PAMPLONA/IRUÑA - DEL VINCULO,1st APPS,VISITA COMPLETA /OPORTUNIDAD
1397677,01,01,1397677,CUSTOMER,C19-NAVAS DEL MARQUES,Pre-Sales,3° CONTROL PRUEBA
14000806,01,01,14000806,CUSTOMER,140-VALENCIA - SAN AGUSTIN,1st APPS,VISITA COMPLETA /OPORTUNIDAD
14000897,01,,14000897,LEAD,B26-BENIFAIO,1st APPS,VISITA COMPLETA /OPORTUNIDAD
14001601,01,01,14001601,LEAD,88C-VALENCIA - PRIMADO REIG 2,Pre-Sales,ENTREGA DE LA VENTA
14001658,01,01,14001658,PROSPECT,140-VALENCIA - SAN AGUSTIN,1st APPS,VISITA COMPLETA /OPORTUNIDAD
140025C4,01,,140025C4,LEAD,A83-VALENCIA - DEL CID,1st APPS,VISITA COMPLETA /OPORTUNIDAD
140025OR,01,,140025OR,CUSTOMER,140-VALENCIA - SAN AGUSTIN,1st APPS,VISITA COMPLETA /OPORTUNIDAD
140025Z9,01,01,140025Z9,PROSPECT,140-VALENCIA - SAN AGUSTIN,1st APPS,OPORTUNIDAD POTENCIAL
1400261J,01,,1400261J,CUSTOMER,140-VALENCIA - SAN AGUSTIN,Pre-Sales,CIERRE DE LA PRUEBA
1400266R,01,01,1400266R,PROSPECT,140-VALENCIA - SAN AGUSTIN,1st APPS,OPORTUNIDAD POTENCIAL
140026B4,01,01,140026B4,CUSTOMER,140-VALENCIA - SAN AGUSTIN,1st APPS,VISITA COMPLETA /OPORTUNIDAD
140026ES,01,01,140026ES,CUSTOMER,140-VALENCIA - SAN AGUSTIN,1st APPS,VISITA COMPLETA /OPORTUNIDAD
140026L4,01,01,140026L4,PROSPECT,140-VALENCIA - SAN AGUSTIN,1st APPS,VISITA COMPLETA /OPORTUNIDAD
14002706,01,01,14002706,CUSTOMER,140-VALENCIA - SAN AGUSTIN,Pre-Sales,CIERRE DE LA PRUEBA
140028L2,01,01,140028L2,LEAD,008-VALENCIA - ESCULPTOR CAPUZ,Pre-Sales,ENTREGA DE LA VENTA
14002901,01,01,14002901,LEAD,88C-VALENCIA - PRIMADO REIG 2,1st APPS,VISITA COMPLETA /OPORTUNIDAD
140029KZ,01,,140029KZ,CUSTOMER,140-VALENCIA - SAN AGUSTIN,Pre-Sales,ENTREGA DE LA PRUEBA
140029QN,01,,140029QN,CUSTOMER,140-VALENCIA - SAN AGUSTIN,Pre-Sales,ENTREGA DE LA PRUEBA
140029WG,01,01,140029WG,CUSTOMER,140-VALENCIA - SAN AGUSTIN,1st APPS,VISITA COMPLETA /OPORTUNIDAD
140029ZQ,01,,140029ZQ,CUSTOMER,140-VALENCIA - SAN AGUSTIN,1st APPS,VISITA COMPLETA /OPORTUNIDAD
140029ZW,01,,140029ZW,CUSTOMER,140-VALENCIA - SAN AGUSTIN,1st APPS,VISITA COMPLETA /OPORTUNIDAD
14002A54,01,,14002A54,CUSTOMER,140-VALENCIA - SAN AGUSTIN,1st APPS,VISITA COMPLETA /OPORTUNIDAD
14002AC1,01,01,14002AC1,CUSTOMER,140-VALENCIA - SAN AGUSTIN,1st APPS,VISITA COMPLETA /OPORTUNIDAD
14002AHP,01,,14002AHP,CUSTOMER,140-VALENCIA - SAN AGUSTIN,1st APPS,VISITA COMPLETA /OPORTUNIDAD
14002AU4,01,,14002AU4,LEAD,FFF-VALENCIA - CAMPANAR,1st APPS,VISITA COMPLETA /OPORTUNIDAD
14002AXW,01,01,14002AXW,CUSTOMER,140-VALENCIA - SAN AGUSTIN,1st APPS,VISITA COMPLETA /OPORTUNIDAD
14002AZM,01,01,14002AZM,CUSTOMER,140-VALENCIA - SAN AGUSTIN,Pre-Sales,CIERRE DE LA PRUEBA
14002BBW,01,01,14002BBW,CUSTOMER,140-VALENCIA - SAN AGUSTIN,1st APPS,VISITA COMPLETA /OPORTUNIDAD
14002BBW,01,01,14002BBW,CUSTOMER,140-VALENCIA - SAN AGUSTIN,Pre-Sales,CIERRE DE LA PRUEBA
14002BTA,01,01,14002BTA,LEAD,140-VALENCIA - SAN AGUSTIN,1st APPS,VISITA COMPLETA /OPORTUNIDAD
14002BVY,01,,14002BVY,CUSTOMER,140-VALENCIA - SAN AGUSTIN,Pre-Sales,CIERRE DE LA PRUEBA
14002BWB,01,,14002BWB,LEAD,140-VALENCIA - SAN AGUSTIN,1st APPS,OPORTUNIDAD POTENCIAL
14002BXG,01,01,14002BXG,CUSTOMER,140-VALENCIA - SAN AGUSTIN,1st APPS,VISITA COMPLETA /OPORTUNIDAD
14002BXG,01,01,14002BXG,CUSTOMER,140-VALENCIA - SAN AGUSTIN,Pre-Sales,ENTREGA DE LA VENTA
14002CFA,01,01,14002CFA,CUSTOMER,140-VALENCIA - SAN AGUSTIN,1st APPS,VISITA COMPLETA /OPORTUNIDAD
14002CMI,01,01,14002CMI,CUSTOMER,140-VALENCIA - SAN AGUSTIN,1st APPS,VISITA COMPLETA /OPORTUNIDAD
14002CMI,01,01,14002CMI,CUSTOMER,140-VALENCIA - SAN AGUSTIN,Pre-Sales,1° CONTROL PRUEBA
14002D9L,01,01,14002D9L,CUSTOMER,140-VALENCIA - SAN AGUSTIN,1st APPS,VISITA COMPLETA /OPORTUNIDAD
14002DHB,01,01,14002DHB,CUSTOMER,140-VALENCIA - SAN AGUSTIN,1st APPS,VISITA COMPLETA /OPORTUNIDAD
14002DKI,01,01,14002DKI,CUSTOMER,140-VALENCIA - SAN AGUSTIN,1st APPS,VISITA COMPLETA /OPORTUNIDAD
14002DM7,01,01,14002DM7,PROSPECT,140-VALENCIA - SAN AGUSTIN,1st APPS,VISITA COMPLETA /OPORTUNIDAD
14002DOA,01,,14002DOA,CUSTOMER,140-VALENCIA - SAN AGUSTIN,Pre-Sales,ENTREGA DE LA VENTA
14002DSZ,01,01,14002DSZ,CUSTOMER,140-VALENCIA - SAN AGUSTIN,1st APPS,VISITA COMPLETA /OPORTUNIDAD
14002DW9,01,01,14002DW9,LEAD,140-VALENCIA - SAN AGUSTIN,1st APPS,VISITA COMPLETA /OPORTUNIDAD
14002ECA,01,01,14002ECA,LEAD,C41-PICASSENT,1st APPS,VISITA COMPLETA /OPORTUNIDAD
14002EYY,01,01,14002EYY,CUSTOMER,140-VALENCIA - SAN AGUSTIN,1st APPS,VISITA COMPLETA /OPORTUNIDAD
14002F3V,01,,14002F3V,PROSPECT,140-VALENCIA - SAN AGUSTIN,1st APPS,OPORTUNIDAD POTENCIAL
14002FJB,01,01,14002FJB,CUSTOMER,140-VALENCIA - SAN AGUSTIN,Pre-Sales,CIERRE DE LA PRUEBA
14002FPZ,01,,14002FPZ,CUSTOMER,140-VALENCIA - SAN AGUSTIN,Pre-Sales,1° CONTROL PRUEBA
14002H2W,01,,14002H2W,CUSTOMER,140-VALENCIA - SAN AGUSTIN,Pre-Sales,2° CONTROL PRUEBA
14002H5A,01,01,14002H5A,LEAD,140-VALENCIA - SAN AGUSTIN,Pre-Sales,CIERRE DE LA PRUEBA
14002H5F,01,01,14002H5F,PROSPECT,140-VALENCIA - SAN AGUSTIN,Pre-Sales,CIERRE DE LA PRUEBA
14002H6C,01,01,14002H6C,LEAD,140-VALENCIA - SAN AGUSTIN,1st APPS,VISITA COMPLETA /OPORTUNIDAD
14002H6D,01,01,14002H6D,LEAD,140-VALENCIA - SAN AGUSTIN,Pre-Sales,IMPRESIONES CONDUCTO AUDITIVO
14002H6I,01,01,14002H6I,LEAD,140-VALENCIA - SAN AGUSTIN,1st APPS,VISITA COMPLETA /OPORTUNIDAD
1400849,01,01,1400849,PROSPECT,B01-LUCENA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
1401563,01,01,1401563,CUSTOMER,A89-AGUILAS,1st APPS,VISITA COMPLETA /OPORTUNIDAD
1402334,01,01,1402334,CUSTOMER,827-A CORUÑA - FERNANDEZ LATORRE,1st APPS,VISITA COMPLETA /OPORTUNIDAD
1405264,01,01,1405264,CUSTOMER,827-A CORUÑA - FERNANDEZ LATORRE,1st APPS,VISITA COMPLETA /OPORTUNIDAD
1408205,01,01,1408205,CUSTOMER,8FA-LEGANES - UNIVERSIDAD,1st APPS,VISITA COMPLETA /OPORTUNIDAD
14100032,01,01,14100032,CUSTOMER,141-MALAGA - VIRGEN DE BELEN,1st APPS,VISITA COMPLETA /OPORTUNIDAD
14100470,01,,14100470,PROSPECT,141-MALAGA - VIRGEN DE BELEN,Pre-Sales,CIERRE DE LA PRUEBA
14100574,01,,14100574,CUSTOMER,141-MALAGA - VIRGEN DE BELEN,1st APPS,VISITA COMPLETA /OPORTUNIDAD
14100747,01,,14100747,PROSPECT,141-MALAGA - VIRGEN DE BELEN,1st APPS,OPORTUNIDAD POTENCIAL
141007GZ,01,,141007GZ,LEAD,873-MALAGA - JUAN XXIII,1st APPS,OPORTUNIDAD POTENCIAL
141007HJ,01,01,141007HJ,PROSPECT,141-MALAGA - VIRGEN DE BELEN,1st APPS,OPORTUNIDAD POTENCIAL
141007KH,01,01,141007KH,CUSTOMER,141-MALAGA - VIRGEN DE BELEN,1st APPS,OPORTUNIDAD POTENCIAL
141007PM,01,01,141007PM,CUSTOMER,141-MALAGA - VIRGEN DE BELEN,1st APPS,VISITA COMPLETA /OPORTUNIDAD
141007PP,01,01,141007PP,CUSTOMER,141-MALAGA - VIRGEN DE BELEN,1st APPS,VISITA COMPLETA /OPORTUNIDAD
1410080R,01,01,1410080R,CUSTOMER,141-MALAGA - VIRGEN DE BELEN,1st APPS,VISITA COMPLETA /OPORTUNIDAD
1410081Z,01,01,1410081Z,CUSTOMER,141-MALAGA - VIRGEN DE BELEN,1st APPS,VISITA COMPLETA /OPORTUNIDAD
14100825,01,,14100825,CUSTOMER,141-MALAGA - VIRGEN DE BELEN,1st APPS,VISITA COMPLETA /OPORTUNIDAD
1410083I,01,01,1410083I,CUSTOMER,141-MALAGA - VIRGEN DE BELEN,1st APPS,OPORTUNIDAD 15 MINUTOS
1410083W,01,01,1410083W,CUSTOMER,141-MALAGA - VIRGEN DE BELEN,1st APPS,VISITA COMPLETA /OPORTUNIDAD
1410085J,01,01,1410085J,CUSTOMER,141-MALAGA - VIRGEN DE BELEN,1st APPS,VISITA COMPLETA /OPORTUNIDAD
1410085P,01,01,1410085P,CUSTOMER,141-MALAGA - VIRGEN DE BELEN,1st APPS,VISITA COMPLETA /OPORTUNIDAD
14100874,01,,14100874,CUSTOMER,141-MALAGA - VIRGEN DE BELEN,1st APPS,VISITA COMPLETA /OPORTUNIDAD
141008BN,01,01,141008BN,PROSPECT,141-MALAGA - VIRGEN DE BELEN,Pre-Sales,CIERRE DE LA PRUEBA
141008M0,01,,141008M0,PROSPECT,141-MALAGA - VIRGEN DE BELEN,1st APPS,OPORTUNIDAD POTENCIAL
141008OI,01,,141008OI,PROSPECT,141-MALAGA - VIRGEN DE BELEN,1st APPS,OPORTUNIDAD POTENCIAL
141008P8,01,01,141008P8,PROSPECT,141-MALAGA - VIRGEN DE BELEN,Pre-Sales,ENTREGA DE LA VENTA
1413602,01,01,1413602,PROSPECT,85A-HUELVA - BERDIGÓN,1st APPS,VISITA COMPLETA /OPORTUNIDAD
1413602,01,01,1413602,PROSPECT,85A-HUELVA - BERDIGÓN,Pre-Sales,ENTREGA DE LA PRUEBA
1415967,01,01,1415967,LEAD,078-BADAJOZ,1st APPS,OPORTUNIDAD POTENCIAL
1417330,01,01,1417330,PROSPECT,A0B-SUECA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
1418388,01,01,1418388,CUSTOMER,872-LORCA - DONANTES DE SANGRE,1st APPS,VISITA COMPLETA /OPORTUNIDAD
1418539,01,,1418539,CUSTOMER,97A-HUELVA - ALCALDE FEDERICO MOLINA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
14200011,02,02,14200011,CUSTOMER,093-MALAGA - ALAMEDA DE COLON,Pre-Sales,ENTREGA DE LA PRUEBA
14200818,01,,14200818,CUSTOMER,141-MALAGA - VIRGEN DE BELEN,1st APPS,OPORTUNIDAD 45 MINUTOS
14201928,01,01,14201928,PROSPECT,142-MALAGA - CRUZ DE HUMILLADERO,1st APPS,OPORTUNIDAD POTENCIAL
14201AIJ,01,,14201AIJ,PROSPECT,142-MALAGA - CRUZ DE HUMILLADERO,1st APPS,OPORTUNIDAD 15 MINUTOS
1420681,01,01,1420681,CUSTOMER,C04-TINEO,1st APPS,VISITA COMPLETA /OPORTUNIDAD
1421169,01,,1421169,CUSTOMER,A51-TORRE-PACHECO,1st APPS,VISITA COMPLETA /OPORTUNIDAD
1421309,01,,1421309,CUSTOMER,97A-HUELVA - ALCALDE FEDERICO MOLINA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
1421538,01,01,1421538,CUSTOMER,A4B-LA BAÑEZA,Pre-Sales,1° CONTROL PRUEBA
1422285,01,01,1422285,PROSPECT,95B-GUADALAJARA - MAYOR,Pre-Sales,1° CONTROL PRUEBA
1422285,01,01,1422285,PROSPECT,95B-GUADALAJARA - MAYOR,Pre-Sales,ENTREGA DE LA PRUEBA
1422605,01,01,1422605,CUSTOMER,9B4-SANTIAGO DE COMPOSTELA - FUENTERRABIA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
1423219,01,01,1423219,LEAD,061-SALAMANCA - MIRAT,1st APPS,VISITA COMPLETA /OPORTUNIDAD
1423247,01,,1423247,CUSTOMER,B6E-CUELLAR,Pre-Sales,ENTREGA DE LA VENTA
1423404,01,01,1423404,CUSTOMER,96F-SAN FERNANDO - SAN RAFAEL,1st APPS,VISITA COMPLETA /OPORTUNIDAD
1424657,01,01,1424657,CUSTOMER,810-LLEIDA - PRAT DE LA RIBA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
1424793,01,,1424793,CUSTOMER,841-LEON - INDEPENDENCIA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
1425372,01,01,1425372,PROSPECT,8C5-LA LAGUNA - JUEGO,Pre-Sales,CIERRE DE LA PRUEBA
1426743,01,01,1426743,CUSTOMER,94E-EL EJIDO,1st APPS,VISITA COMPLETA /OPORTUNIDAD
1427731,01,01,1427731,CUSTOMER,88C-VALENCIA - PRIMADO REIG 2,1st APPS,VISITA COMPLETA /OPORTUNIDAD
1428325,01,,1428325,LEAD,033-MADRID - MORATALAZ 1,1st APPS,VISITA COMPLETA /OPORTUNIDAD
1428417,01,01,1428417,CUSTOMER,9B8-SANT CELONI,1st APPS,VISITA COMPLETA /OPORTUNIDAD
1428417,01,01,1428417,CUSTOMER,9B8-SANT CELONI,Pre-Sales,1° CONTROL PRUEBA
1428676,01,01,1428676,PROSPECT,8E0-LANGREO,Pre-Sales,3° CONTROL PRUEBA
1429183,01,01,1429183,CUSTOMER,87E-AVILA - STA TERESA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
1430017R,01,,1430017R,PROSPECT,143-VELEZ-MALAGA - VIVAR TÉLLEZ,Pre-Sales,CIERRE DE LA PRUEBA
143001FM,01,,143001FM,PROSPECT,143-VELEZ-MALAGA - VIVAR TÉLLEZ,1st APPS,OPORTUNIDAD POTENCIAL
14300212,01,,14300212,PROSPECT,143-VELEZ-MALAGA - VIVAR TÉLLEZ,1st APPS,OPORTUNIDAD 45 MINUTOS
1430021T,01,01,1430021T,PROSPECT,143-VELEZ-MALAGA - VIVAR TÉLLEZ,1st APPS,OPORTUNIDAD 45 MINUTOS
143002EV,01,01,143002EV,CUSTOMER,143-VELEZ-MALAGA - VIVAR TÉLLEZ,1st APPS,VISITA COMPLETA /OPORTUNIDAD
1430776,01,01,1430776,CUSTOMER,96B-DONOSTIA-SAN SEBASTIAN - NUEVA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
1431546,01,01,1431546,LEAD,173-CUENCA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
1432438,01,01,1432438,PROSPECT,C04-TINEO,Pre-Sales,2° CONTROL PRUEBA
1432913,01,01,1432913,CUSTOMER,846-BURGOS - GENERAL SANTOCILDES,Pre-Sales,2° CONTROL PRUEBA
1432913,01,01,1432913,CUSTOMER,846-BURGOS - GENERAL SANTOCILDES,Pre-Sales,CIERRE DE LA PRUEBA
1432944,01,01,1432944,CUSTOMER,959-TERRASSA - EGARA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
1433632,01,01,1433632,CUSTOMER,81C-TORRELAVEGA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
1434227,01,01,1434227,CUSTOMER,ACA-AYAMONTE,Pre-Sales,CIERRE DE LA PRUEBA
1436587,01,,1436587,CUSTOMER,9D9-BARCELONA - ZONA FRANCA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
1436733,01,01,1436733,CUSTOMER,81E-LUGO - RUA DO PROGRESO,1st APPS,VISITA COMPLETA /OPORTUNIDAD
1436738,01,01,1436738,CUSTOMER,99E-INCA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
1436983,02,02,1436983,CUSTOMER,9D5-GALDAKAO,1st APPS,VISITA COMPLETA /OPORTUNIDAD
1437417,01,01,1437417,LEAD,052-SANTA CRUZ TENERIFE - SABINO BERTHELOT,Pre-Sales,ENTREGA DE LA VENTA
1437949,01,01,1437949,CUSTOMER,857-SABADELL - RAMBLA 2,1st APPS,VISITA COMPLETA /OPORTUNIDAD
1438138,01,01,1438138,CUSTOMER,AA9-VALENCIA - JATIVA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
1438582,01,,1438582,CUSTOMER,968-SANTA CRUZ DE TENERIFE - 3 DE MAYO,1st APPS,VISITA COMPLETA /OPORTUNIDAD
1439109,01,01,1439109,PROSPECT,9B6-MEDINA DEL CAMPO,1st APPS,VISITA COMPLETA /OPORTUNIDAD
1439895,01,01,1439895,CUSTOMER,9D1-CARBALLO,1st APPS,VISITA COMPLETA /OPORTUNIDAD
14400447,01,01,14400447,CUSTOMER,144-LUGO - SANTO DOMINGO,1st APPS,VISITA COMPLETA /OPORTUNIDAD
14400447,02,02,14400447,CUSTOMER,144-LUGO - SANTO DOMINGO,Pre-Sales,CIERRE DE LA PRUEBA
14400530,01,01,14400530,CUSTOMER,144-LUGO - SANTO DOMINGO,Pre-Sales,1° CONTROL PRUEBA
1440065,01,,1440065,CUSTOMER,A56-ANDUJAR,1st APPS,VISITA COMPLETA /OPORTUNIDAD
14400717,01,01,14400717,CUSTOMER,144-LUGO - SANTO DOMINGO,1st APPS,VISITA COMPLETA /OPORTUNIDAD
14400983,01,01,14400983,CUSTOMER,144-LUGO - SANTO DOMINGO,1st APPS,VISITA COMPLETA /OPORTUNIDAD
14401105,01,01,14401105,LEAD,81E-LUGO - RUA DO PROGRESO,Pre-Sales,ENTREGA DE LA VENTA
14401289,02,02,14401289,PROSPECT,057-A CORUÑA - DE OZA,Pre-Sales,CIERRE DE LA PRUEBA
144012BZ,01,01,144012BZ,CUSTOMER,144-LUGO - SANTO DOMINGO,1st APPS,VISITA COMPLETA /OPORTUNIDAD
144012D1,01,,144012D1,CUSTOMER,144-LUGO - SANTO DOMINGO,1st APPS,VISITA COMPLETA /OPORTUNIDAD
144012GF,01,01,144012GF,CUSTOMER,144-LUGO - SANTO DOMINGO,1st APPS,VISITA COMPLETA /OPORTUNIDAD
144012HZ,01,01,144012HZ,CUSTOMER,144-LUGO - SANTO DOMINGO,1st APPS,VISITA COMPLETA /OPORTUNIDAD
144012HZ,01,01,144012HZ,CUSTOMER,144-LUGO - SANTO DOMINGO,Pre-Sales,ENTREGA DE LA VENTA
144012IO,01,01,144012IO,CUSTOMER,144-LUGO - SANTO DOMINGO,1st APPS,VISITA COMPLETA /OPORTUNIDAD
144012IU,01,01,144012IU,CUSTOMER,144-LUGO - SANTO DOMINGO,Pre-Sales,1° CONTROL PRUEBA
144012IU,01,01,144012IU,CUSTOMER,144-LUGO - SANTO DOMINGO,Pre-Sales,CIERRE DE LA PRUEBA
144012KW,01,01,144012KW,LEAD,81E-LUGO - RUA DO PROGRESO,1st APPS,VISITA COMPLETA /OPORTUNIDAD
144012LA,01,,144012LA,CUSTOMER,144-LUGO - SANTO DOMINGO,1st APPS,VISITA COMPLETA /OPORTUNIDAD
144012LZ,01,01,144012LZ,CUSTOMER,144-LUGO - SANTO DOMINGO,1st APPS,VISITA COMPLETA /OPORTUNIDAD
144012MQ,01,01,144012MQ,CUSTOMER,144-LUGO - SANTO DOMINGO,Pre-Sales,ENTREGA DE LA VENTA
144012P6,01,,144012P6,CUSTOMER,144-LUGO - SANTO DOMINGO,1st APPS,VISITA COMPLETA /OPORTUNIDAD
144012QE,01,01,144012QE,CUSTOMER,144-LUGO - SANTO DOMINGO,1st APPS,VISITA COMPLETA /OPORTUNIDAD
144012QE,01,01,144012QE,CUSTOMER,144-LUGO - SANTO DOMINGO,Pre-Sales,CIERRE DE LA PRUEBA
144012TF,01,01,144012TF,CUSTOMER,144-LUGO - SANTO DOMINGO,1st APPS,VISITA COMPLETA /OPORTUNIDAD
144012UM,01,01,144012UM,CUSTOMER,144-LUGO - SANTO DOMINGO,1st APPS,OPORTUNIDAD POTENCIAL
144012V5,01,01,144012V5,CUSTOMER,144-LUGO - SANTO DOMINGO,Pre-Sales,3° CONTROL PRUEBA
144012VW,01,01,144012VW,CUSTOMER,144-LUGO - SANTO DOMINGO,1st APPS,VISITA COMPLETA /OPORTUNIDAD
144012X7,01,01,144012X7,CUSTOMER,144-LUGO - SANTO DOMINGO,1st APPS,VISITA COMPLETA /OPORTUNIDAD
144012XF,01,01,144012XF,CUSTOMER,144-LUGO - SANTO DOMINGO,1st APPS,VISITA COMPLETA /OPORTUNIDAD
144012YO,01,01,144012YO,CUSTOMER,144-LUGO - SANTO DOMINGO,1st APPS,VISITA COMPLETA /OPORTUNIDAD
144013IL,01,01,144013IL,CUSTOMER,144-LUGO - SANTO DOMINGO,1st APPS,VISITA COMPLETA /OPORTUNIDAD
144013LT,01,01,144013LT,LEAD,144-LUGO - SANTO DOMINGO,Pre-Sales,2° CONTROL PRUEBA
144013LT,01,01,144013LT,LEAD,144-LUGO - SANTO DOMINGO,Pre-Sales,CIERRE DE LA PRUEBA
144013LV,01,01,144013LV,CUSTOMER,144-LUGO - SANTO DOMINGO,Pre-Sales,ENTREGA DE LA VENTA
144013M0,01,01,144013M0,PROSPECT,144-LUGO - SANTO DOMINGO,Pre-Sales,ENTREGA DE LA VENTA
144013M6,01,01,144013M6,CUSTOMER,144-LUGO - SANTO DOMINGO,Pre-Sales,CIERRE DE LA PRUEBA
144013MA,01,01,144013MA,LEAD,144-LUGO - SANTO DOMINGO,1st APPS,VISITA COMPLETA /OPORTUNIDAD
144013ME,01,01,144013ME,PROSPECT,144-LUGO - SANTO DOMINGO,Pre-Sales,ENTREGA DE LA VENTA
144013MH,01,01,144013MH,LEAD,144-LUGO - SANTO DOMINGO,Pre-Sales,CIERRE DE LA PRUEBA
144013MK,02,01,144013MK,PROSPECT,144-LUGO - SANTO DOMINGO,Pre-Sales,CIERRE DE LA PRUEBA
144013ML,01,,144013ML,LEAD,144-LUGO - SANTO DOMINGO,Pre-Sales,3° CONTROL PRUEBA
144013MR,01,01,144013MR,LEAD,144-LUGO - SANTO DOMINGO,1st APPS,VISITA COMPLETA /OPORTUNIDAD
144013MT,01,01,144013MT,LEAD,144-LUGO - SANTO DOMINGO,1st APPS,VISITA COMPLETA /OPORTUNIDAD
1440261,01,01,1440261,CUSTOMER,994-PLASENCIA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
1440982,01,01,1440982,CUSTOMER,8F6-EL PRAT DE LLOBREGAT,Pre-Sales,ENTREGA DE LA PRUEBA
